+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| 3996  | 0   | 3989 | 0   | 7   | 0   | GET    | /api/announcements                                                                            | 0.004 | 5.004 | 1351.063 | 0.338 | 0.844 | 1.176 | 2.207 | 0.490  | 210.000     | 4288.000    | 13353486.000 | 3341.713    |
| 223   | 0   | 214  | 0   | 9   | 0   | GET    | /api/users/me/courses                                                                         | 0.012 | 5.004 | 375.280  | 1.683 | 3.776 | 4.648 | 5.000 | 1.448  | 1649.000    | 2791.000    | 337094.000   | 1511.632    |
| 60    | 0   | 35   | 0   | 25  | 0   | GET    | /api/users/me/grades                                                                          | 0.152 | 5.012 | 174.820  | 2.914 | 5.000 | 5.004 | 5.012 | 2.049  | 25503.000   | 29399.000   | 797652.000   | 13294.200   |
| 641   | 0   | 638  | 0   | 3   | 0   | POST   | /api/announcements                                                                            | 0.004 | 2.908 | 121.984  | 0.190 | 0.408 | 0.684 | 1.512 | 0.300  | 0.000       | 23.000      | 60.000       | 0.094       |
| 693   | 0   | 692  | 0   | 1   | 0   | GET    | /api/courses                                                                                  | 0.004 | 2.040 | 92.680   | 0.134 | 0.328 | 0.644 | 1.496 | 0.253  | 3.000       | 7933.000    | 2641893.000  | 3812.255    |
| 248   | 0   | 248  | 0   | 0   | 0   | GET    | /api/courses/01HFNCCAN4Z5TACSEXBWTG088H/classes                                               | 0.004 | 1.968 | 49.815   | 0.201 | 0.520 | 0.756 | 1.560 | 0.296  | 212.000     | 1273.000    | 188694.000   | 760.863     |
| 363   | 0   | 362  | 0   | 1   | 0   | GET    | /api/users/me                                                                                 | 0.004 | 3.804 | 47.672   | 0.131 | 0.324 | 0.656 | 1.184 | 0.314  | 22.000      | 64.000      | 20681.000    | 56.972      |
| 317   | 0   | 312  | 0   | 5   | 0   | POST   | /api/courses                                                                                  | 0.004 | 4.172 | 44.096   | 0.139 | 0.356 | 0.632 | 1.112 | 0.315  | 20.000      | 43.000      | 11360.000    | 35.836      |
| 218   | 0   | 216  | 0   | 2   | 0   | PUT    | /api/users/me/courses                                                                         | 0.004 | 1.908 | 43.016   | 0.197 | 0.392 | 0.608 | 1.304 | 0.251  | 0.000       | 246.000     | 268.000      | 1.229       |
