+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
| 49    | 0   | 49   | 0   | 0   | 0   | GET    | /api/announcements/01HFN86WQKZW1PAST2KXG7GGQ9                                                 | 0.016 | 4.760 | 17.968   | 0.367 | 0.680 | 0.976 | 4.760 | 0.687  | 382.000     | 383.000     | 18720.000    | 382.041     |
| 66    | 0   | 66   | 0   | 0   | 0   | GET    | /api/courses/01HFN85WN604DQG4HYX5TXHCTF/classes                                               | 0.004 | 4.292 | 17.952   | 0.272 | 0.364 | 1.072 | 4.292 | 0.657  | 312.000     | 602.000     | 28396.000    | 430.242     |
| 20    | 0   | 20   | 0   | 0   | 0   | GET    | /api/announcements/01HFN875XN60H7EES7NKCBASC5                                                 | 0.012 | 4.312 | 17.728   | 0.886 | 3.228 | 3.608 | 4.312 | 1.314  | 407.000     | 407.000     | 8140.000     | 407.000     |
| 49    | 0   | 49   | 0   | 0   | 0   | GET    | /api/courses/01HFN85VMYRZRYXPNC1KF7TEZS/classes                                               | 0.004 | 3.352 | 17.256   | 0.352 | 0.776 | 1.304 | 3.352 | 0.609  | 329.000     | 1132.000    | 32958.000    | 672.612     |
| 64    | 0   | 64   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WPHA9X5H6RAH2HSJ3CD                                                 | 0.012 | 2.584 | 17.100   | 0.267 | 0.384 | 1.772 | 2.584 | 0.545  | 447.000     | 448.000     | 28622.000    | 447.219     |
| 71    | 0   | 71   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WPAG8WP36AQT80SKXS2                                                 | 0.008 | 3.816 | 17.040   | 0.240 | 0.472 | 0.712 | 3.816 | 0.489  | 474.000     | 475.000     | 33675.000    | 474.296     |
| 57    | 0   | 57   | 0   | 0   | 0   | GET    | /api/announcements/01HFN86JBGG2RJQHBBZ4A1AY89                                                 | 0.008 | 2.676 | 16.980   | 0.298 | 0.848 | 1.772 | 2.676 | 0.515  | 392.000     | 393.000     | 22351.000    | 392.123     |
| 45    | 0   | 45   | 0   | 0   | 0   | GET    | /api/announcements/01HFN87871WJ1A8AFHW42X9NCC                                                 | 0.020 | 3.868 | 16.632   | 0.370 | 0.912 | 1.336 | 3.868 | 0.636  | 415.000     | 416.000     | 18676.000    | 415.022     |
| 50    | 0   | 49   | 0   | 1   | 0   | GET    | /api/courses/01HFN86W0N3WECRCC4D72NV33V/classes                                               | 0.008 | 5.008 | 16.500   | 0.330 | 0.764 | 1.172 | 5.008 | 0.737  | 615.000     | 616.000     | 22265.000    | 445.300     |
| 47    | 0   | 47   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VMR6YYBVGN4H2YHC0GZ/classes/01HFN8620F8EXGG01RAA4QSNC6/assignments        | 0.028 | 2.924 | 16.316   | 0.347 | 0.388 | 2.016 | 2.924 | 0.632  | 0.000       | 0.000       | 0.000        | 0.000       |
| 48    | 0   | 48   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VD1192VPSWTFK5H10D4/classes/01HFN860ESFK4ZEWBPG21Z0N08/assignments        | 0.020 | 2.864 | 16.188   | 0.337 | 0.908 | 2.068 | 2.864 | 0.610  | 0.000       | 0.000       | 0.000        | 0.000       |
| 71    | 0   | 70   | 0   | 1   | 0   | GET    | /api/courses/01HFN85WM71VC180S8QZ4MGZSX/classes                                               | 0.004 | 5.004 | 16.172   | 0.228 | 0.376 | 0.728 | 5.004 | 0.604  | 451.000     | 961.000     | 36620.000    | 515.775     |
| 64    | 0   | 64   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WQCD4DSSEPDKBMQHA8P                                                 | 0.016 | 2.576 | 16.120   | 0.252 | 0.628 | 0.904 | 2.576 | 0.450  | 366.000     | 367.000     | 23438.000    | 366.219     |
| 38    | 0   | 38   | 0   | 0   | 0   | GET    | /api/announcements/01HFN8744WE7VDZXBDK4K7N434                                                 | 0.012 | 3.516 | 16.048   | 0.422 | 0.848 | 3.516 | 3.516 | 0.836  | 406.000     | 406.000     | 15428.000    | 406.000     |
| 48    | 0   | 48   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VE78RGJFHV0KT1DF3EW/classes/01HFN86RAXJCQJ1HM24VEXVZ6Z/assignments        | 0.024 | 2.984 | 15.852   | 0.330 | 1.108 | 1.356 | 2.984 | 0.568  | 0.000       | 0.000       | 0.000        | 0.000       |
| 46    | 0   | 46   | 0   | 0   | 0   | GET    | /api/announcements/01HFN876WQWVV1CNCSHPJXFZRM                                                 | 0.008 | 3.124 | 15.852   | 0.345 | 0.680 | 1.628 | 3.124 | 0.633  | 307.000     | 307.000     | 14122.000    | 307.000     |
| 34    | 0   | 34   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VNCNHD0MMCJKPZM9QMG/classes/01HFN87ASA6NSN5Y4W86M08NZZ/assignments        | 0.012 | 2.976 | 15.572   | 0.458 | 1.224 | 1.704 | 2.976 | 0.633  | 0.000       | 0.000       | 0.000        | 0.000       |
| 53    | 0   | 53   | 0   | 0   | 0   | GET    | /api/announcements/01HFN86N7CDY7WECP36NF9FNTY                                                 | 0.016 | 2.284 | 15.516   | 0.293 | 0.384 | 1.972 | 2.284 | 0.512  | 397.000     | 398.000     | 21044.000    | 397.057     |
| 53    | 0   | 53   | 0   | 0   | 0   | GET    | /api/announcements/01HFN86QCECS89W30P5CN1YBJG                                                 | 0.008 | 2.316 | 15.348   | 0.290 | 0.584 | 1.900 | 2.316 | 0.530  | 469.000     | 470.000     | 24860.000    | 469.057     |
| 43    | 0   | 43   | 0   | 0   | 0   | GET    | /api/announcements/01HFN87B4J6MQTC8QC1KHJ484R                                                 | 0.016 | 3.524 | 15.268   | 0.355 | 1.112 | 1.488 | 3.524 | 0.630  | 346.000     | 347.000     | 14880.000    | 346.047     |
| 46    | 0   | 46   | 0   | 0   | 0   | GET    | /api/announcements/01HFN871AD7WPW7NP9J2QWP29J                                                 | 0.016 | 1.804 | 15.224   | 0.331 | 0.676 | 1.136 | 1.804 | 0.381  | 500.000     | 500.000     | 23000.000    | 500.000     |
| 84    | 0   | 84   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WP8GPDE4PP2JRAVTPS9                                                 | 0.016 | 3.392 | 15.188   | 0.181 | 0.432 | 0.692 | 3.392 | 0.396  | 431.000     | 432.000     | 36238.000    | 431.405     |
| 32    | 0   | 32   | 0   | 0   | 0   | POST   | /api/courses/01HFN85WP3KZ5JK7K9DBNVAR5C/classes/01HFN871J5KY7JDWWYR5SFAD6W/assignments        | 0.012 | 4.500 | 15.124   | 0.473 | 1.000 | 3.480 | 4.500 | 0.972  | 0.000       | 0.000       | 0.000        | 0.000       |
| 55    | 0   | 55   | 0   | 0   | 0   | GET    | /api/announcements/01HFN8695SNRAC22JYRDKHNQ0M                                                 | 0.016 | 2.764 | 15.124   | 0.275 | 0.596 | 1.028 | 2.764 | 0.448  | 309.000     | 310.000     | 17000.000    | 309.091     |
| 48    | 0   | 48   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VQ8BSGHSTJA2KR635SV/classes/01HFN86KGZB8Z5BFGRSTGFVATK/assignments        | 0.024 | 2.488 | 14.844   | 0.309 | 0.772 | 1.512 | 2.488 | 0.512  | 0.000       | 0.000       | 0.000        | 0.000       |
| 55    | 0   | 55   | 0   | 0   | 0   | GET    | /api/courses/01HFN85VNCNHD0MMCJKKBDZVZ7/classes                                               | 0.008 | 2.244 | 14.683   | 0.267 | 0.704 | 1.299 | 2.244 | 0.440  | 270.000     | 818.000     | 26591.000    | 483.473     |
| 51    | 0   | 50   | 0   | 1   | 0   | GET    | /api/announcements/01HFN86M9KNWEKTPX76D3ARTGP                                                 | 0.012 | 5.004 | 14.672   | 0.288 | 0.460 | 1.020 | 5.004 | 0.710  | 0.000       | 452.000     | 22600.000    | 443.137     |
| 48    | 0   | 48   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VMZ6ZJZ9YSY3YD067H8/classes/01HFN86H3377C42XGCRZRECJ9Q/assignments        | 0.020 | 1.916 | 14.616   | 0.304 | 1.120 | 1.396 | 1.916 | 0.474  | 0.000       | 0.000       | 0.000        | 0.000       |
| 47    | 0   | 47   | 0   | 0   | 0   | GET    | /api/courses/01HFN85WMTJJARQW7A1ERQBHFD/classes                                               | 0.012 | 2.311 | 14.595   | 0.311 | 0.932 | 1.336 | 2.311 | 0.451  | 285.000     | 853.000     | 25932.000    | 551.745     |
| 33    | 0   | 32   | 0   | 1   | 0   | GET    | /api/courses/01HFN85WR2XPEG9T6X0VKN1SFD/classes                                               | 0.008 | 5.004 | 14.568   | 0.441 | 0.984 | 1.796 | 5.004 | 0.905  | 506.000     | 507.000     | 12898.000    | 390.848     |
| 48    | 0   | 48   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VE78RGJFHV0KT1DF3EW/classes/01HFN86JB740C5YY4YJ9P3Z21Z/assignments        | 0.024 | 3.620 | 14.436   | 0.301 | 0.612 | 0.804 | 3.620 | 0.536  | 0.000       | 0.000       | 0.000        | 0.000       |
| 50    | 0   | 50   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VDZMX9KKJM94W2W7DKY/classes/01HFN85WPW5BBB0211SD7J1FEM/assignments        | 0.016 | 1.084 | 14.404   | 0.288 | 0.764 | 0.864 | 1.084 | 0.287  | 0.000       | 0.000       | 0.000        | 0.000       |
| 49    | 0   | 49   | 0   | 0   | 0   | GET    | /api/announcements/01HFN86WHBZGME2WAGA00HACBF                                                 | 0.016 | 4.836 | 14.400   | 0.294 | 0.516 | 0.904 | 4.836 | 0.712  | 449.000     | 450.000     | 22003.000    | 449.041     |
| 58    | 0   | 58   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WPDCXNJ63AGW0M6GYD4                                                 | 0.004 | 2.620 | 14.332   | 0.247 | 0.572 | 0.892 | 2.620 | 0.458  | 353.000     | 354.000     | 20482.000    | 353.138     |
| 28    | 0   | 28   | 0   | 0   | 0   | GET    | /api/announcements/01HFN87GWYG8KA9Q9SNQH22MC1                                                 | 0.024 | 4.208 | 14.236   | 0.508 | 1.176 | 2.912 | 4.208 | 0.921  | 370.000     | 371.000     | 10361.000    | 370.036     |
| 53    | 0   | 53   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85ZMGCTQC1XZZ6RBRHKBG                                                 | 0.016 | 3.000 | 14.204   | 0.268 | 0.388 | 1.552 | 3.000 | 0.545  | 396.000     | 397.000     | 20991.000    | 396.057     |
| 20    | 0   | 18   | 0   | 2   | 0   | POST   | /api/courses/01HFN85VNCNHD0MMCJKKBDZVZ7/classes/01HFN876FPSFBAEDZR85V3S61E/assignments        | 0.020 | 5.000 | 14.088   | 0.704 | 0.728 | 5.000 | 5.000 | 1.445  | 0.000       | 0.000       | 0.000        | 0.000       |
| 25    | 0   | 24   | 0   | 1   | 0   | POST   | /api/courses/01HFN85VNCNHD0MMCJKKBDZVZ7/classes/01HFN86X4NM0KKFBMNRFZSX6M6/assignments        | 0.020 | 5.000 | 14.056   | 0.562 | 1.056 | 4.428 | 5.000 | 1.252  | 0.000       | 0.000       | 0.000        | 0.000       |
| 55    | 0   | 55   | 0   | 0   | 0   | GET    | /api/announcements/01HFN863Y0X2R1EXG01PWV591Y                                                 | 0.016 | 3.576 | 13.996   | 0.254 | 0.452 | 0.944 | 3.576 | 0.540  | 469.000     | 470.000     | 25800.000    | 469.091     |
| 62    | 0   | 62   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WRACR1RYMR1722TAN6N                                                 | 0.012 | 1.980 | 13.868   | 0.224 | 0.640 | 0.892 | 1.980 | 0.376  | 473.000     | 474.000     | 29338.000    | 473.194     |
| 56    | 0   | 56   | 0   | 0   | 0   | GET    | /api/announcements/01HFN869ZKXBP7W2V5E5A1YRBS                                                 | 0.020 | 1.912 | 13.776   | 0.246 | 0.748 | 1.112 | 1.912 | 0.344  | 366.000     | 367.000     | 20502.000    | 366.107     |
| 48    | 0   | 48   | 0   | 0   | 0   | GET    | /api/announcements/01HFN870Z385MDJ6TBF047EYFY                                                 | 0.016 | 4.500 | 13.652   | 0.284 | 0.572 | 0.780 | 4.500 | 0.659  | 377.000     | 378.000     | 18098.000    | 377.042     |
| 58    | 0   | 58   | 0   | 0   | 0   | GET    | /api/announcements/01HFN85WQRYWAJ9JTNMQ58G1T1                                                 | 0.008 | 2.608 | 13.628   | 0.235 | 0.396 | 1.004 | 2.608 | 0.475  | 555.000     | 556.000     | 32198.000    | 555.138     |
| 44    | 0   | 44   | 0   | 0   | 0   | POST   | /api/courses/01HFN85VQTEN3Q7TP4790QV03K/classes/01HFN86XNK4CJNGEEBT6AD428X/assignments        | 0.008 | 2.428 | 13.616   | 0.309 | 0.648 | 0.832 | 2.428 | 0.429  | 0.000       | 0.000       | 0.000        | 0.000       |
| 49    | 0   | 49   | 0   | 0   | 0   | GET    | /api/announcements/01HFN872K62TZNN3YWHWJEZXFF                                                 | 0.016 | 4.112 | 13.452   | 0.275 | 0.432 | 0.864 | 4.112 | 0.617  | 425.000     | 426.000     | 20827.000    | 425.041     |
