+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| 5520  | 0   | 5519 | 0   | 1   | 0   | GET    | /api/announcements                                                                            | 0.000 | 3.932 | 1468.531 | 0.266 | 0.660 | 0.984 | 1.952 | 0.385  | 22.000      | 4034.000    | 17847939.000 | 3233.322    |
| 96    | 0   | 18   | 0   | 78  | 0   | GET    | /api/users/me/grades                                                                          | 0.152 | 5.012 | 388.524  | 4.047 | 5.003 | 5.004 | 5.012 | 1.922  | 26610.000   | 27584.000   | 299280.000   | 3117.500    |
| 209   | 0   | 204  | 0   | 5   | 0   | PUT    | /api/users/me/courses                                                                         | 0.004 | 5.004 | 208.987  | 1.000 | 1.844 | 3.056 | 5.000 | 0.887  | 0.000       | 246.000     | 268.000      | 1.282       |
| 201   | 0   | 200  | 0   | 1   | 0   | GET    | /api/users/me/courses                                                                         | 0.004 | 3.552 | 156.384  | 0.778 | 2.040 | 2.304 | 3.188 | 0.834  | 3.000       | 2781.000    | 290258.000   | 1444.070    |
| 629   | 0   | 628  | 0   | 1   | 0   | GET    | /api/courses                                                                                  | 0.000 | 2.280 | 69.052   | 0.110 | 0.232 | 0.440 | 1.208 | 0.245  | 3.000       | 7905.000    | 2075979.000  | 3300.444    |
| 225   | 0   | 225  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBAKSSCER278FY9VFP2J/classes                                               | 0.004 | 3.640 | 60.127   | 0.267 | 0.780 | 1.116 | 2.216 | 0.463  | 256.000     | 1392.000    | 170220.000   | 756.533     |
| 352   | 0   | 349  | 0   | 3   | 0   | POST   | /api/announcements                                                                            | 0.008 | 2.180 | 55.535   | 0.158 | 0.364 | 0.604 | 1.156 | 0.233  | 0.000       | 23.000      | 60.000       | 0.170       |
| 240   | 0   | 240  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBM01WBTW6FSCJQ4B6RQ/classes                                               | 0.004 | 2.020 | 48.632   | 0.203 | 0.560 | 1.048 | 1.548 | 0.333  | 269.000     | 1541.000    | 211433.000   | 880.971     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBATN4KHWQA5980QKYDZ/classes                                               | 0.008 | 2.036 | 48.092   | 0.193 | 0.460 | 0.756 | 1.400 | 0.276  | 287.000     | 1330.000    | 201611.000   | 809.683     |
| 239   | 0   | 239  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBAKSSCER278FX5TJEA1/classes                                               | 0.004 | 2.972 | 47.040   | 0.197 | 0.528 | 0.964 | 2.131 | 0.391  | 256.000     | 1441.000    | 200197.000   | 837.644     |
| 245   | 0   | 245  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBBQB1G7QZFN3525Y22Y/classes                                               | 0.004 | 3.376 | 43.324   | 0.177 | 0.412 | 0.756 | 1.928 | 0.377  | 315.000     | 1301.000    | 197995.000   | 808.143     |
| 210   | 0   | 210  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMCGRA18YJVV6FV41BDSB/classes                                               | 0.004 | 2.371 | 43.322   | 0.206 | 0.504 | 0.936 | 1.764 | 0.342  | 238.000     | 1264.000    | 134750.000   | 641.667     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB7X5BGTBPH8XX1WXKGE/classes                                               | 0.004 | 2.932 | 42.296   | 0.169 | 0.444 | 0.576 | 1.340 | 0.299  | 256.000     | 1530.000    | 232850.000   | 931.400     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB9TCYWD4D5HYEAYMFEX/classes                                               | 0.004 | 3.120 | 41.612   | 0.166 | 0.348 | 0.632 | 1.320 | 0.292  | 323.000     | 1508.000    | 226050.000   | 904.200     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB7X5BGTBPH8XM6TTAJT/classes                                               | 0.004 | 2.428 | 40.872   | 0.163 | 0.408 | 0.784 | 1.488 | 0.306  | 312.000     | 1459.000    | 225700.000   | 902.800     |
| 192   | 0   | 192  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBFXS5K74M1D177M4YT2/classes                                               | 0.004 | 3.880 | 39.956   | 0.208 | 0.476 | 0.688 | 2.000 | 0.380  | 307.000     | 1186.000    | 137562.000   | 716.469     |
| 248   | 0   | 248  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBATN4KHWQA599WRY4B1/classes                                               | 0.004 | 2.936 | 38.588   | 0.156 | 0.348 | 0.696 | 1.928 | 0.343  | 288.000     | 1302.000    | 196346.000   | 791.718     |
| 246   | 0   | 246  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBFGG361KK62F3ABGAZA/classes                                               | 0.004 | 2.220 | 38.322   | 0.156 | 0.380 | 0.688 | 1.548 | 0.272  | 210.000     | 1315.000    | 187690.000   | 762.967     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB68W9CHGJ2JG9MSTAB8/classes                                               | 0.004 | 2.080 | 38.176   | 0.153 | 0.400 | 0.612 | 1.300 | 0.255  | 351.000     | 1482.000    | 230247.000   | 924.687     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB7X5BGTBPH8XYTT1DC7/classes                                               | 0.004 | 1.796 | 38.048   | 0.153 | 0.420 | 0.664 | 1.284 | 0.242  | 308.000     | 1484.000    | 216276.000   | 868.578     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB9BQM75JPEB2H6QNVEN/classes                                               | 0.004 | 1.648 | 37.524   | 0.151 | 0.348 | 0.812 | 1.456 | 0.274  | 317.000     | 1419.000    | 206593.000   | 829.691     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB8199JCBP3HHAH87QSK/classes                                               | 0.004 | 2.312 | 36.384   | 0.146 | 0.316 | 0.392 | 1.844 | 0.280  | 212.000     | 1360.000    | 202492.000   | 813.221     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB8199JCBP3HHC8FK0DC/classes                                               | 0.004 | 1.996 | 36.236   | 0.145 | 0.332 | 0.576 | 1.388 | 0.247  | 210.000     | 1553.000    | 226800.000   | 907.200     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBAETNP4JBRV42XBKW9Y/classes                                               | 0.004 | 2.220 | 35.904   | 0.144 | 0.388 | 0.548 | 1.384 | 0.244  | 238.000     | 1317.000    | 194050.000   | 776.200     |
| 229   | 0   | 229  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBHKR4K2MZHJM9M9EH1B/classes                                               | 0.004 | 1.380 | 35.540   | 0.155 | 0.396 | 0.580 | 1.172 | 0.214  | 246.000     | 1384.000    | 173475.000   | 757.533     |
| 194   | 0   | 194  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBHKR4K2MZHJMACG6QH8/classes                                               | 0.004 | 3.280 | 35.084   | 0.181 | 0.504 | 0.676 | 1.372 | 0.321  | 321.000     | 1205.000    | 146670.000   | 756.031     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB86EW4DWNHSXYXGH1SE/classes                                               | 0.004 | 2.720 | 34.420   | 0.138 | 0.304 | 0.476 | 1.460 | 0.288  | 290.000     | 1370.000    | 199764.000   | 802.265     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB7X5BGTBPH8XV4QTXQN/classes                                               | 0.004 | 1.596 | 34.148   | 0.137 | 0.336 | 0.556 | 0.880 | 0.194  | 218.000     | 1425.000    | 198300.000   | 793.200     |
| 250   | 0   | 250  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB7ZD72EXC1JFWS13EA0/classes                                               | 0.004 | 1.996 | 33.756   | 0.135 | 0.312 | 0.500 | 1.360 | 0.232  | 273.000     | 1424.000    | 209600.000   | 838.400     |
| 218   | 0   | 218  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMCGVM3Z920P2V47RFXKT/classes                                               | 0.004 | 1.564 | 33.732   | 0.155 | 0.400 | 0.636 | 1.084 | 0.226  | 247.000     | 1192.000    | 140156.000   | 642.917     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMB7ZD72EXC1JG0BTG5CA/classes                                               | 0.004 | 2.620 | 33.320   | 0.134 | 0.284 | 0.516 | 1.460 | 0.275  | 291.000     | 1531.000    | 228467.000   | 917.538     |
| 249   | 0   | 249  | 0   | 0   | 0   | GET    | /api/courses/01HFNCMBA47K86BN6T621HVDQ5/classes                                               | 0.004 | 2.000 | 33.256   | 0.134 | 0.316 | 0.460 | 1.344 | 0.228  | 282.000     | 1476.000    | 205152.000   | 823.904     |
